,tmp0,tmp1,hPa,hum,pp
1223,43.73,46.83,1060.0,0.12,0.0
1224,44.74,57.05,926.0,0.59,0.0
1225,3.61,4.41,987.0,0.77,0.0
1226,43.96,54.33,1056.0,0.52,0.0
1227,44.84,47.86,1108.0,0.77,0.0
1228,34.5,31.75,950.0,0.32,0.0
1229,3.11,3.14,937.0,0.46,0.0
1230,33.78,29.81,966.0,0.07,0.0
1231,40.79,46.57,1044.0,0.96,0.0
1232,33.98,42.33,943.0,0.39,0.0
1233,44.61,45.59,1067.0,0.88,0.0
1234,33.23,28.75,932.0,0.47,0.0
1235,36.35,44.65,959.0,0.3,0.0
1236,31.72,38.34,935.0,0.72,0.0
1237,37.67,27.35,1034.0,0.5,0.0
1238,43.84,40.94,987.0,0.8,0.0
1239,16.88,12.9,1008.0,0.19,0.0
1240,40.5,37.96,1054.0,0.55,0.0
1241,37.61,41.53,958.0,0.85,0.0
1242,30.35,30.0,923.0,0.88,0.0
1243,19.56,21.81,985.0,0.7,0.0
1244,39.91,40.49,1031.0,0.74,0.0
1245,34.25,31.07,1046.0,0.08,0.0
1246,2.18,1.83,984.0,0.94,2056.0
1247,9.19,9.29,1069.0,0.53,0.0
1248,22.1,24.06,933.0,0.8,0.0
1249,2.71,3.31,1099.0,0.92,125.0
1250,31.77,30.86,1048.0,0.79,0.0
1251,10.08,10.7,1035.0,0.38,0.0
1252,19.57,14.63,990.0,0.39,0.0
1253,31.03,25.25,1031.0,0.51,0.0
1254,11.09,13.67,939.0,0.13,0.0
1255,34.51,31.82,964.0,0.92,3144.0
1256,22.55,26.21,928.0,0.92,0.0
1257,23.18,19.6,1083.0,0.01,0.0
1258,26.25,31.04,1042.0,0.16,0.0
1259,26.49,22.38,1048.0,0.2,0.0
1260,42.55,36.73,1076.0,0.78,3421.0
1261,2.54,2.09,1112.0,0.26,0.0
1262,22.55,21.02,1031.0,0.95,2899.0
1263,18.41,22.59,1044.0,0.23,0.0
1264,39.13,48.35,1106.0,0.23,0.0
1265,14.61,11.69,1112.0,0.72,0.0
1266,38.81,43.91,962.0,0.38,0.0
1267,12.01,11.4,931.0,0.9,1202.0
1268,4.35,4.26,1020.0,0.97,958.0
1269,21.8,23.47,969.0,0.07,0.0
1270,5.8,4.24,938.0,0.26,0.0
1271,29.44,33.0,967.0,0.66,0.0
1272,0.52,0.37,940.0,0.84,0.0
1273,36.29,43.9,913.0,0.31,0.0
1274,14.32,10.2,1037.0,0.21,0.0
1275,30.77,36.36,1011.0,0.94,0.0
1276,1.99,1.84,912.0,0.82,0.0
1277,7.4,7.1,1101.0,0.45,0.0
1278,32.98,33.08,977.0,0.22,0.0
1279,35.48,36.88,1088.0,0.07,0.0
1280,36.8,40.1,952.0,0.85,0.0
1281,34.39,33.0,1003.0,0.21,0.0
1282,40.21,33.57,1084.0,0.18,0.0
1283,9.03,11.22,1022.0,0.1,0.0
1284,7.19,7.74,933.0,0.93,0.0
1285,19.06,14.36,1024.0,0.22,0.0
1286,37.45,34.68,981.0,0.53,0.0
1287,8.59,9.98,1051.0,0.46,0.0
1288,27.82,28.97,1021.0,0.32,0.0
1289,4.42,5.65,974.0,0.37,0.0
1290,42.14,51.73,1108.0,0.09,0.0
1291,38.47,34.65,1062.0,0.29,0.0
1292,0.09,0.1,1007.0,0.09,0.0
1293,30.17,28.96,935.0,0.85,2773.0
1294,3.25,3.51,1111.0,0.12,0.0
1295,11.81,8.47,1070.0,0.87,1708.0
1296,0.03,0.03,929.0,0.09,0.0
1297,10.52,11.45,989.0,0.61,0.0
1298,11.88,10.61,933.0,0.58,0.0
1299,29.31,30.61,931.0,0.42,0.0
1300,36.57,46.63,958.0,0.18,0.0
1301,34.73,39.5,1095.0,0.77,0.0
1302,36.98,45.49,1096.0,0.18,0.0
1303,31.03,34.09,1087.0,0.3,0.0
1304,8.95,9.38,963.0,0.59,0.0
1305,37.36,30.99,1030.0,0.52,0.0
1306,17.35,18.79,922.0,0.21,0.0
1307,23.4,25.41,1022.0,0.36,0.0
1308,4.1,4.38,1033.0,0.95,2207.0
1309,15.38,19.46,1002.0,0.63,0.0
1310,1.91,1.57,1052.0,0.13,0.0
1311,9.34,9.76,1044.0,0.54,0.0
1312,4.24,4.43,942.0,0.68,0.0
1313,30.68,27.49,994.0,0.83,0.0
1314,34.48,40.7,963.0,0.51,0.0
1315,36.79,42.59,911.0,0.12,0.0
1316,22.04,21.83,926.0,0.29,0.0
1317,20.29,18.04,930.0,0.51,0.0
1318,1.57,1.7,1065.0,0.52,0.0
1319,21.71,19.92,994.0,0.58,0.0
1320,39.73,29.47,1111.0,0.91,1768.0
1321,7.72,7.32,1111.0,0.2,0.0
1322,0.86,1.05,1028.0,0.4,0.0
1323,39.02,46.63,1031.0,0.99,0.0
1324,25.59,19.54,971.0,0.42,0.0
1325,29.98,35.11,1072.0,0.16,0.0
1326,30.56,29.12,925.0,0.94,1683.0
1327,9.02,11.06,965.0,0.38,0.0
1328,12.82,15.5,982.0,0.19,0.0
1329,5.55,4.64,995.0,0.44,0.0
1330,24.17,19.29,985.0,0.41,0.0
1331,38.41,27.2,1101.0,0.02,0.0
1332,3.32,3.01,1074.0,0.91,0.0
1333,25.97,33.41,944.0,0.7,0.0
1334,21.3,19.9,947.0,0.67,0.0
1335,6.15,4.42,1020.0,0.77,0.0
1336,22.67,24.91,964.0,0.15,0.0
1337,35.49,43.02,1057.0,0.85,0.0
1338,18.24,16.92,1013.0,0.67,0.0
1339,18.35,17.97,1041.0,0.81,0.0
1340,31.13,23.29,941.0,0.87,1199.0
1341,38.22,45.38,977.0,0.02,0.0
1342,3.67,3.49,937.0,0.71,0.0
1343,2.12,2.06,972.0,0.42,0.0
1344,25.15,18.03,967.0,0.74,0.0
1345,19.93,18.49,1051.0,0.9,2674.0
1346,11.01,12.97,1114.0,0.9,0.0
1347,38.29,32.25,1045.0,0.0,0.0
1348,5.92,7.64,1094.0,0.75,0.0
1349,41.87,46.7,931.0,0.72,0.0
1350,18.93,18.16,1062.0,0.21,0.0
1351,24.44,26.66,1048.0,0.34,0.0
1352,7.4,8.51,942.0,0.79,0.0
1353,1.26,1.28,1080.0,0.38,0.0
1354,18.31,16.68,962.0,0.87,0.0
1355,29.58,35.41,1060.0,0.54,0.0
1356,41.72,53.8,1084.0,0.82,0.0
1357,17.0,15.48,1011.0,0.85,0.0
1358,35.85,33.65,922.0,0.13,0.0
1359,0.64,0.64,928.0,0.22,0.0
1360,38.69,50.08,1058.0,0.06,0.0
1361,22.51,22.58,966.0,0.39,0.0
1362,23.41,22.47,1028.0,0.48,0.0
1363,10.7,12.46,954.0,0.68,0.0
1364,31.91,40.87,1015.0,0.29,0.0
1365,11.74,11.51,993.0,0.22,0.0
1366,1.98,1.83,979.0,0.57,0.0
1367,27.53,22.72,1065.0,0.16,0.0
1368,44.21,49.59,1025.0,0.24,0.0
1369,5.01,3.73,1002.0,0.31,0.0
1370,9.61,7.63,935.0,0.55,0.0
1371,32.74,34.34,1113.0,0.55,0.0
1372,18.31,18.99,1091.0,0.72,0.0
1373,39.09,32.61,1028.0,0.68,0.0
1374,7.31,6.68,1063.0,0.63,0.0
1375,18.59,19.0,1095.0,0.36,0.0
1376,1.75,1.75,1106.0,0.37,0.0
1377,24.9,28.68,931.0,0.27,0.0
1378,11.26,11.87,927.0,0.42,0.0
1379,9.83,9.85,942.0,0.49,0.0
1380,31.26,22.03,1089.0,0.01,0.0
1381,38.66,39.87,1023.0,0.87,0.0
1382,4.93,3.6,1002.0,0.89,2842.0
1383,6.27,6.57,1059.0,0.09,0.0
1384,41.2,44.52,1023.0,0.41,0.0
1385,35.27,36.92,952.0,0.07,0.0
1386,0.23,0.23,1011.0,0.93,982.0
1387,1.57,1.54,1030.0,0.96,2874.0
1388,35.43,30.28,941.0,0.79,3871.0
1389,18.41,17.09,967.0,0.38,0.0
1390,20.11,20.24,963.0,0.98,2260.0
1391,37.16,26.37,1054.0,0.74,2323.0
1392,10.91,11.83,1060.0,0.82,0.0
1393,4.47,4.74,961.0,0.95,3233.0
1394,25.7,22.41,1093.0,0.93,1899.0
1395,23.17,26.74,1018.0,0.12,0.0
1396,39.29,50.95,1107.0,0.19,0.0
1397,30.48,25.09,947.0,0.58,0.0
1398,34.21,24.08,942.0,0.33,0.0
1399,21.13,15.6,922.0,0.96,3156.0
1400,15.3,14.14,1014.0,0.55,0.0
1401,40.23,37.14,1091.0,0.39,0.0
1402,27.13,31.4,1024.0,0.83,0.0
1403,37.04,35.83,1015.0,0.84,0.0
1404,4.18,4.2,1065.0,0.71,0.0
1405,38.01,34.64,926.0,0.55,0.0
1406,37.01,39.01,912.0,0.57,0.0
1407,44.18,55.66,1108.0,0.47,0.0
1408,45.31,45.96,1034.0,0.53,0.0
1409,28.08,34.73,995.0,0.13,0.0
1410,21.08,19.9,995.0,0.51,0.0
1411,14.65,17.65,1001.0,0.24,0.0
1412,24.58,31.77,929.0,0.05,0.0
1413,31.49,35.38,941.0,0.46,0.0
1414,11.64,13.87,1035.0,0.0,0.0
1415,37.1,35.36,1077.0,0.76,0.0
1416,10.21,9.73,1018.0,0.36,0.0
1417,22.36,20.5,1056.0,0.97,2732.0
1418,13.13,13.64,970.0,0.15,0.0
1419,34.57,42.16,923.0,0.74,0.0
1420,8.68,7.22,1099.0,0.74,0.0
1421,7.38,5.28,1084.0,0.26,0.0
1422,3.75,4.75,972.0,0.18,0.0
1423,25.94,28.56,933.0,0.2,0.0
1424,27.15,32.63,1010.0,0.2,0.0
1425,14.82,18.53,959.0,0.76,0.0
1426,28.97,29.73,1010.0,0.5,0.0
1427,43.24,51.88,983.0,0.4,0.0
1428,44.33,32.09,1100.0,0.5,0.0
1429,14.35,11.07,1012.0,0.38,0.0
1430,23.21,29.76,1070.0,0.54,0.0
1431,11.11,14.09,1078.0,0.47,0.0
1432,14.66,16.15,945.0,0.01,0.0
1433,20.81,15.06,1081.0,0.63,0.0
1434,6.31,5.72,1105.0,0.23,0.0
1435,38.39,34.53,1038.0,0.18,0.0
1436,43.34,51.58,1026.0,0.17,0.0
1437,19.03,19.87,1085.0,0.24,0.0
1438,6.85,8.22,1026.0,0.58,0.0
1439,16.71,19.67,1107.0,0.7,0.0
1440,19.46,13.84,932.0,0.99,3725.0
1441,30.3,38.18,1038.0,0.53,0.0
1442,42.75,32.41,1007.0,0.56,0.0
1443,34.02,41.06,993.0,0.44,0.0
1444,19.15,15.96,1069.0,0.13,0.0
1445,7.13,6.13,959.0,0.87,0.0
1446,36.36,27.38,1014.0,0.08,0.0
1447,33.02,24.53,930.0,0.19,0.0
1448,18.47,22.03,1047.0,0.56,0.0
1449,40.56,33.77,995.0,0.55,0.0
1450,43.16,33.55,1053.0,0.44,0.0
1451,10.93,13.08,952.0,0.91,0.0
1452,41.21,33.68,1011.0,0.54,0.0
1453,30.16,35.86,1042.0,0.62,0.0
1454,28.68,32.31,1061.0,0.6,0.0
1455,31.62,28.58,1087.0,0.43,0.0
1456,26.34,30.46,1075.0,0.49,0.0
1457,43.03,32.59,924.0,0.92,374.0
1458,36.41,43.88,1062.0,0.83,0.0
1459,37.87,39.98,1058.0,0.73,0.0
1460,18.63,21.58,1021.0,0.13,0.0
1461,19.58,17.43,1067.0,0.22,0.0
1462,9.95,8.96,979.0,0.27,0.0
1463,6.88,6.8,913.0,0.06,0.0
1464,32.61,23.42,1000.0,0.66,0.0
1465,15.01,18.25,944.0,0.31,0.0
1466,26.39,22.67,1035.0,0.16,0.0
1467,2.06,1.99,1111.0,0.97,158.0
1468,13.34,13.23,1026.0,0.66,0.0
1469,6.66,7.59,1100.0,0.25,0.0
1470,21.95,18.25,1013.0,0.71,0.0
1471,7.49,5.99,1098.0,0.34,0.0
1472,18.39,14.11,1099.0,0.63,0.0
1473,25.41,33.02,1032.0,0.72,0.0
1474,43.55,49.51,1005.0,0.1,0.0
1475,13.04,13.44,1078.0,0.74,0.0
1476,31.08,34.53,1082.0,0.44,0.0
1477,28.24,27.79,919.0,0.73,0.0
1478,13.69,11.51,1040.0,0.47,0.0
1479,35.34,37.1,925.0,0.63,0.0
1480,29.91,35.76,939.0,0.4,0.0
1481,23.07,22.41,1061.0,0.97,1126.0
1482,19.47,24.84,1081.0,0.85,0.0
1483,14.82,11.74,956.0,0.38,0.0
1484,13.18,16.95,1097.0,0.57,0.0
1485,27.84,35.97,1071.0,0.89,0.0
1486,41.28,45.26,1024.0,0.1,0.0
1487,23.33,16.93,1012.0,0.84,2393.0
1488,20.28,26.19,1048.0,0.88,0.0
1489,43.39,31.26,940.0,0.39,0.0
1490,26.26,33.67,1070.0,0.84,0.0
1491,37.04,32.03,957.0,0.41,0.0
1492,35.94,36.51,1061.0,0.24,0.0
1493,34.41,34.16,1041.0,0.83,0.0
1494,33.17,41.87,917.0,0.56,0.0
1495,9.94,8.25,1062.0,0.23,0.0
1496,26.6,32.41,992.0,0.53,0.0
1497,18.74,24.05,976.0,0.64,0.0
1498,3.09,3.86,937.0,0.82,0.0
1499,6.92,7.01,936.0,0.36,0.0
1500,30.38,38.03,930.0,0.22,0.0
1501,1.73,1.62,1086.0,0.26,0.0
1502,9.8,8.13,919.0,0.79,0.0
1503,41.08,45.72,951.0,0.2,0.0
1504,23.66,30.33,1061.0,0.31,0.0
1505,29.15,23.71,1087.0,0.53,0.0
1506,43.92,41.01,929.0,0.31,0.0
1507,30.56,23.67,1061.0,0.87,1589.0
1508,10.53,9.2,1002.0,0.68,0.0
1509,14.22,17.05,1049.0,0.51,0.0
1510,28.24,33.41,1042.0,0.56,0.0
1511,2.83,3.29,1077.0,0.78,0.0
1512,22.82,16.36,1082.0,0.52,0.0
1513,16.66,20.07,1080.0,0.16,0.0
1514,34.36,37.35,926.0,0.43,0.0
1515,31.09,37.92,1055.0,0.64,0.0
1516,24.78,19.87,936.0,0.04,0.0
1517,29.3,26.83,1088.0,0.02,0.0
1518,20.11,24.49,964.0,0.89,0.0
1519,41.3,38.1,1054.0,0.57,0.0
1520,13.62,13.23,919.0,0.12,0.0
1521,26.2,21.24,1015.0,0.83,287.0
1522,24.3,18.0,1031.0,0.11,0.0
1523,6.91,5.01,1021.0,0.63,0.0
1524,43.42,52.47,1060.0,0.07,0.0
1525,4.26,3.36,951.0,0.21,0.0
1526,3.49,3.64,930.0,0.14,0.0
1527,42.44,49.71,936.0,0.67,0.0
1528,40.01,32.02,965.0,0.74,385.0
1529,16.55,14.85,986.0,0.56,0.0
1530,5.49,4.9,990.0,0.92,2181.0
1531,30.71,35.35,1062.0,0.47,0.0
1532,36.47,32.36,1063.0,0.02,0.0
1533,28.66,31.38,1030.0,0.17,0.0
1534,32.8,39.56,1013.0,0.17,0.0
1535,19.2,19.51,1055.0,0.92,3597.0
1536,6.41,6.89,1059.0,0.28,0.0
1537,32.58,25.65,953.0,0.64,0.0
1538,12.8,10.47,1084.0,0.85,0.0
1539,31.79,38.49,1012.0,0.88,0.0
1540,19.14,18.57,1110.0,0.95,1411.0
1541,43.67,52.78,1051.0,0.36,0.0
1542,32.13,25.12,1035.0,0.39,0.0
1543,42.46,44.03,956.0,0.03,0.0
1544,25.46,32.78,980.0,0.88,0.0
1545,22.18,23.87,1101.0,0.42,0.0
1546,29.48,32.13,929.0,0.39,0.0
1547,28.78,21.03,952.0,0.15,0.0
1548,41.91,41.75,983.0,0.57,0.0
1549,32.97,37.37,1073.0,0.93,0.0
1550,23.03,18.48,1016.0,0.79,260.0
1551,7.39,5.38,1065.0,0.57,0.0
1552,26.68,28.3,1085.0,0.27,0.0
1553,20.97,15.23,1000.0,0.23,0.0
1554,13.41,16.04,998.0,0.52,0.0
1555,21.27,21.34,958.0,0.11,0.0
1556,11.43,8.26,1107.0,0.76,0.0
1557,36.25,31.26,1032.0,0.95,2119.0
1558,18.15,19.43,1058.0,0.44,0.0
1559,39.45,32.53,1099.0,0.21,0.0
1560,22.13,27.52,1037.0,0.54,0.0
1561,41.59,37.23,1044.0,0.79,202.0
1562,21.1,26.05,1038.0,0.41,0.0
1563,8.78,7.32,982.0,0.86,0.0
1564,34.96,38.98,961.0,0.46,0.0
1565,5.21,6.04,1023.0,0.98,3038.0
1566,15.35,11.75,920.0,0.41,0.0
1567,29.12,28.98,913.0,0.42,0.0
1568,18.0,16.55,1107.0,0.19,0.0
1569,32.65,29.83,1073.0,0.82,2562.0
1570,14.62,11.31,1073.0,0.26,0.0
1571,26.79,28.49,984.0,0.45,0.0
1572,17.8,18.49,1084.0,0.71,0.0
1573,39.59,31.34,1045.0,0.89,1055.0
1574,3.07,2.18,1003.0,0.28,0.0
1575,3.18,3.95,1018.0,0.29,0.0
1576,18.76,17.2,942.0,0.38,0.0
1577,24.58,28.36,929.0,0.03,0.0
1578,34.37,44.24,1035.0,0.66,0.0
1579,17.24,20.48,1078.0,0.68,0.0
1580,10.45,8.39,998.0,0.15,0.0
1581,14.32,11.75,950.0,0.91,352.0
1582,9.81,12.2,916.0,0.83,0.0
1583,39.28,28.83,1041.0,0.38,0.0
1584,18.87,17.07,1073.0,0.91,1860.0
1585,9.75,11.83,1024.0,0.33,0.0
1586,25.29,30.76,1052.0,0.66,0.0
1587,35.57,42.57,1031.0,0.85,0.0
1588,43.68,56.55,939.0,0.21,0.0
1589,13.76,16.41,1041.0,0.51,0.0
1590,45.21,44.41,916.0,0.24,0.0
1591,32.54,27.46,951.0,0.59,0.0
1592,7.13,8.52,1090.0,0.92,0.0
1593,1.47,1.74,1093.0,0.8,0.0
1594,35.41,40.02,936.0,0.08,0.0
1595,41.25,50.36,982.0,0.97,0.0
1596,31.3,35.52,978.0,0.65,0.0
1597,27.92,31.58,1069.0,0.38,0.0
1598,0.22,0.18,925.0,0.62,0.0
1599,12.92,9.75,986.0,0.29,0.0
1600,20.92,24.7,1103.0,0.95,0.0
1601,40.63,49.54,1081.0,0.2,0.0
1602,17.9,15.68,1086.0,0.38,0.0
1603,37.67,31.06,1019.0,0.14,0.0
1604,22.9,17.14,1042.0,0.36,0.0
1605,8.16,9.83,955.0,0.2,0.0
1606,32.59,32.64,1034.0,0.25,0.0
1607,41.39,46.74,1100.0,0.36,0.0
1608,33.94,35.24,981.0,0.63,0.0
1609,13.11,10.45,974.0,0.34,0.0
1610,10.2,10.02,924.0,0.54,0.0
1611,32.4,35.01,1019.0,0.53,0.0
1612,15.66,15.12,1009.0,0.87,0.0
1613,3.68,3.16,980.0,0.25,0.0
1614,24.76,25.18,943.0,0.37,0.0
1615,35.26,43.68,925.0,0.28,0.0
1616,33.98,26.59,1042.0,0.51,0.0
1617,11.49,11.65,1027.0,0.78,0.0
1618,34.58,27.16,942.0,0.84,2415.0
1619,24.98,29.53,1107.0,0.04,0.0
1620,31.17,35.35,978.0,0.79,0.0
1621,40.2,34.27,1103.0,0.58,0.0
1622,20.8,15.25,1016.0,0.33,0.0
1623,2.66,3.23,1083.0,0.51,0.0
1624,36.3,45.76,990.0,0.36,0.0
1625,6.24,5.9,1080.0,0.02,0.0
1626,4.28,3.37,992.0,0.51,0.0
1627,23.09,28.88,1047.0,0.4,0.0
1628,34.42,42.58,936.0,0.11,0.0
1629,10.81,13.87,1079.0,0.61,0.0
1630,8.6,9.94,1097.0,0.61,0.0
1631,3.47,3.45,917.0,0.27,0.0
1632,34.73,35.16,1091.0,0.48,0.0
1633,12.58,14.63,976.0,0.16,0.0
1634,13.0,15.71,919.0,0.91,0.0
1635,24.17,19.76,925.0,0.77,0.0
1636,14.93,11.94,1004.0,0.67,0.0
1637,26.51,34.39,968.0,0.86,0.0
1638,10.23,8.38,1108.0,0.28,0.0
1639,33.27,38.84,1024.0,0.85,0.0
1640,18.14,20.64,915.0,0.52,0.0
1641,26.55,20.07,1080.0,0.97,2502.0
1642,24.13,27.87,993.0,0.74,0.0
1643,21.35,17.51,923.0,0.08,0.0
1644,23.29,25.9,1103.0,0.26,0.0
1645,5.75,4.64,1013.0,0.86,0.0
1646,38.08,46.76,931.0,0.7,0.0
1647,17.13,21.68,1073.0,0.52,0.0
1648,31.16,28.86,964.0,0.8,0.0
1649,39.46,41.85,973.0,0.37,0.0
1650,12.75,10.97,926.0,0.31,0.0
1651,9.14,11.6,1083.0,0.97,0.0
1652,21.83,28.23,995.0,0.28,0.0
1653,11.51,11.08,1096.0,0.94,2300.0
1654,16.84,20.51,1098.0,0.69,0.0
1655,23.18,26.2,1083.0,0.77,0.0
1656,24.45,30.73,1033.0,0.67,0.0
1657,40.69,32.3,986.0,0.73,0.0
1658,20.72,19.22,1063.0,0.88,839.0
1659,11.06,9.9,921.0,0.37,0.0
1660,10.1,12.97,950.0,0.69,0.0
1661,26.48,31.94,1055.0,0.77,0.0
1662,40.65,31.52,1009.0,0.4,0.0
1663,4.33,4.39,995.0,0.31,0.0
1664,26.84,31.4,1071.0,0.35,0.0
1665,27.34,22.68,1101.0,0.78,0.0
1666,9.66,7.07,1103.0,0.01,0.0
1667,34.31,35.07,1066.0,0.56,0.0
1668,25.02,18.72,1051.0,0.02,0.0
1669,37.09,31.81,1024.0,0.48,0.0
1670,41.62,45.42,1027.0,0.24,0.0
1671,2.27,1.82,1088.0,0.66,0.0
1672,32.74,22.97,969.0,0.99,2707.0
1673,41.65,42.73,922.0,0.94,0.0
1674,28.56,26.2,925.0,0.85,3912.0
1675,42.19,49.6,954.0,0.78,0.0
1676,8.76,9.73,1112.0,0.96,443.0
1677,40.75,33.75,1006.0,0.88,1226.0
1678,8.21,8.62,994.0,0.81,0.0
1679,0.93,1.08,989.0,0.36,0.0
1680,16.77,20.37,1060.0,0.37,0.0
1681,32.24,22.98,952.0,0.81,1114.0
1682,19.09,14.05,972.0,0.32,0.0
1683,4.56,3.64,1088.0,0.74,0.0
1684,45.4,33.96,939.0,0.78,1615.0
1685,3.69,3.86,1050.0,0.17,0.0
1686,9.5,8.21,1056.0,0.63,0.0
1687,12.79,15.37,1056.0,0.39,0.0
1688,23.6,22.82,975.0,0.9,0.0
1689,15.69,16.45,1068.0,0.9,0.0
1690,35.57,37.27,1034.0,0.73,0.0
1691,13.75,13.31,1067.0,0.9,0.0
1692,3.2,2.9,1051.0,0.74,0.0
1693,29.27,22.37,1087.0,0.25,0.0
1694,31.75,37.12,963.0,0.42,0.0
1695,33.99,30.82,984.0,0.23,0.0
1696,24.13,20.45,983.0,0.28,0.0
1697,30.97,30.31,1016.0,0.14,0.0
1698,35.97,46.3,913.0,0.02,0.0
1699,40.13,34.81,1052.0,0.05,0.0
1700,43.22,41.11,943.0,0.83,0.0
1701,44.25,31.49,1004.0,0.04,0.0
1702,31.1,29.75,1026.0,0.41,0.0
1703,10.6,13.51,973.0,0.22,0.0
1704,13.15,11.52,919.0,0.47,0.0
1705,38.08,35.68,989.0,0.46,0.0
1706,1.51,1.79,1075.0,0.57,0.0
1707,13.34,14.85,1039.0,0.27,0.0
1708,42.86,30.47,994.0,0.38,0.0
1709,21.99,15.86,942.0,0.5,0.0
1710,31.3,33.73,1030.0,0.44,0.0
1711,25.71,18.38,991.0,0.29,0.0
1712,32.46,32.96,951.0,0.34,0.0
1713,11.11,9.16,913.0,0.84,0.0
1714,34.98,34.62,935.0,0.08,0.0
1715,23.41,28.95,1067.0,0.27,0.0
1716,19.53,19.87,987.0,0.12,0.0
1717,28.44,25.1,955.0,0.77,0.0
1718,1.41,1.43,1084.0,0.38,0.0
1719,18.88,18.28,997.0,0.69,0.0
1720,44.38,50.16,957.0,0.56,0.0
1721,13.11,12.9,993.0,0.81,0.0
1722,34.81,37.8,926.0,0.32,0.0
1723,43.96,52.29,1049.0,0.51,0.0
1724,44.29,49.07,920.0,0.2,0.0
1725,0.95,0.87,1049.0,0.45,0.0
1726,42.83,35.65,953.0,0.76,3728.0
1727,28.34,31.15,1032.0,0.8,0.0
1728,22.15,16.88,1057.0,0.68,0.0
1729,21.47,15.46,958.0,0.56,0.0
1730,40.08,51.74,1071.0,0.3,0.0
1731,36.24,46.64,1015.0,0.65,0.0
1732,35.9,39.87,982.0,0.26,0.0
1733,3.2,2.89,944.0,0.3,0.0
1734,17.79,21.41,965.0,0.86,0.0
1735,4.71,5.76,930.0,0.39,0.0
1736,6.77,6.15,1084.0,0.41,0.0
1737,40.37,40.25,1053.0,0.47,0.0
1738,38.05,47.48,934.0,0.3,0.0
1739,26.03,30.95,1082.0,1.0,0.0
1740,10.41,13.35,1088.0,0.74,0.0
1741,31.12,37.47,1076.0,0.35,0.0
1742,36.12,38.34,1109.0,0.97,3081.0
1743,5.27,4.99,916.0,0.93,331.0
1744,24.32,18.15,946.0,0.29,0.0
1745,32.29,35.0,1060.0,0.19,0.0
1746,37.75,29.01,1025.0,0.61,0.0
1747,27.7,24.02,998.0,0.18,0.0
1748,40.15,33.03,916.0,0.09,0.0
1749,42.09,30.68,924.0,0.67,626.0
1750,35.73,29.2,980.0,0.32,0.0
1751,10.94,13.72,1069.0,0.56,0.0
1752,16.71,18.31,1018.0,0.41,0.0
1753,35.13,40.01,1104.0,0.84,0.0
1754,35.63,33.89,1037.0,0.3,0.0
1755,8.27,8.25,951.0,0.7,0.0
1756,8.83,10.6,1103.0,0.81,0.0
1757,26.66,33.68,1105.0,0.65,0.0
1758,2.67,2.13,940.0,0.37,0.0
1759,16.45,11.96,1025.0,0.11,0.0
1760,18.04,18.45,1086.0,0.64,0.0
1761,29.7,31.13,941.0,0.67,0.0
1762,30.77,34.44,1045.0,0.21,0.0
1763,22.78,24.14,1031.0,0.23,0.0
1764,37.57,32.52,1063.0,0.28,0.0
1765,30.44,37.73,1019.0,0.03,0.0
1766,23.67,20.86,1040.0,0.89,411.0
1767,8.81,7.88,1045.0,0.9,383.0
1768,0.09,0.07,1080.0,0.91,729.0
1769,38.37,33.2,1098.0,0.77,314.0
1770,7.65,7.32,1023.0,0.97,3322.0
1771,22.86,20.43,1089.0,0.67,0.0
1772,27.14,27.88,1097.0,0.88,0.0
1773,1.16,1.25,971.0,0.86,0.0
1774,30.83,25.05,953.0,0.8,2419.0
1775,36.64,43.31,1080.0,0.47,0.0
1776,44.81,53.35,1087.0,0.48,0.0
1777,31.69,35.55,1046.0,0.68,0.0
1778,44.94,49.49,961.0,0.45,0.0
1779,1.78,2.17,1107.0,0.3,0.0
1780,41.05,52.99,920.0,0.78,0.0
1781,20.54,22.64,1027.0,0.75,0.0
1782,28.65,27.43,1016.0,0.51,0.0
1783,10.06,7.57,1071.0,0.86,3189.0
1784,23.03,23.16,1046.0,0.0,0.0
1785,14.25,11.34,1091.0,0.21,0.0
1786,40.72,51.59,984.0,0.81,0.0
1787,5.11,5.72,1029.0,0.81,0.0
1788,10.81,14.02,944.0,0.16,0.0
1789,15.15,16.1,1036.0,0.98,1742.0
1790,8.66,7.98,1018.0,0.97,2990.0
1791,20.48,23.46,1080.0,0.04,0.0
1792,23.79,26.57,1085.0,0.82,0.0
1793,36.36,46.1,1061.0,0.64,0.0
1794,41.87,45.97,1012.0,0.12,0.0
1795,29.48,38.16,1096.0,0.58,0.0
1796,16.78,17.61,913.0,0.33,0.0
1797,40.35,46.48,1048.0,0.6,0.0
1798,20.16,24.48,984.0,0.47,0.0
1799,24.38,18.01,1006.0,0.05,0.0
1800,12.44,11.8,920.0,0.33,0.0
1801,18.96,18.04,1085.0,0.99,1803.0
1802,38.13,39.07,978.0,0.01,0.0
1803,5.03,6.04,975.0,0.59,0.0
1804,38.05,36.37,1022.0,0.45,0.0
1805,36.24,44.15,956.0,0.86,0.0
1806,2.28,1.72,971.0,0.54,0.0
1807,10.07,12.83,1081.0,0.13,0.0
1808,2.14,2.42,912.0,0.66,0.0
1809,37.53,47.54,920.0,0.5,0.0
1810,18.29,13.25,923.0,0.72,0.0
1811,40.95,30.27,993.0,0.1,0.0
1812,12.9,15.08,925.0,0.03,0.0
